node1,node2
city,access
city,dig
dweller,municipal
dweller,water
dweller,access
dweller,dig
dweller,tube
municipal,water
municipal,access
municipal,dig
municipal,tube
municipal,well
water,access
water,dig
water,tube
water,well
water,lavish
access,dig
access,tube
access,well
access,lavish
access,supply
dig,tube
dig,well
dig,lavish
dig,supply
dig,water
tube,well
tube,lavish
tube,supply
tube,water
tube,country
well,lavish
well,supply
well,water
well,country
well,also
lavish,supply
lavish,water
lavish,country
lavish,also
lavish,need
supply,water
supply,country
supply,also
supply,need
supply,test
water,country
water,also
water,need
water,test
water,countless
country,also
country,need
country,test
country,countless
country,tube
also,need
also,test
also,countless
also,tube
also,well
need,test
need,countless
need,tube
need,well
need,identify
test,countless
test,tube
test,well
test,identify
test,tap
countless,tube
countless,well
countless,identify
countless,tap
countless,arsenic
tube,well
tube,identify
tube,tap
tube,arsenic
tube,possibly
well,identify
well,tap
well,arsenic
well,possibly
well,determine
identify,tap
identify,arsenic
identify,possibly
identify,determine
identify,depths
tap,arsenic
tap,possibly
tap,determine
tap,depths
tap,might
arsenic,possibly
arsenic,determine
arsenic,depths
arsenic,might
arsenic,safer
possibly,determine
possibly,depths
possibly,might
possibly,safer
possibly,say
determine,depths
determine,might
determine,safer
determine,say
determine,researcher
depths,might
depths,safer
depths,say
depths,researcher
depths,find
might,safer
might,say
might,researcher
might,find
might,depth
safer,say
safer,researcher
safer,find
safer,depth
safer,arsenic
say,researcher
say,find
say,depth
say,arsenic
say,dig
researcher,find
researcher,depth
researcher,arsenic
researcher,dig
researcher,well
find,depth
find,arsenic
find,dig
find,well
find,stop
depth,arsenic
depth,dig
depth,well
depth,stop
depth,water
arsenic,dig
arsenic,well
arsenic,stop
arsenic,water
arsenic,contaminate
dig,well
dig,stop
dig,water
dig,contaminate
well,stop
well,water
well,contaminate
well,say
stop,water
stop,contaminate
stop,say
stop,map
water,contaminate
water,say
water,map
water,study
contaminate,say
contaminate,map
contaminate,study
say,map
say,study
say,projection
say,arsenic
map,study
map,projection
map,arsenic
map,contamination
study,projection
study,arsenic
study,contamination
projection,arsenic
projection,contamination
projection,find
projection,along
arsenic,contamination
arsenic,find
arsenic,along
arsenic,map
contamination,find
contamination,along
contamination,map
contamination,groundwater
find,along
find,map
find,groundwater
find,quality
find,generate
along,map
along,groundwater
along,quality
along,generate
map,groundwater
map,quality
map,generate
map,research
groundwater,quality
groundwater,generate
groundwater,research
quality,generate
quality,research
generate,research
eclipse,day
eclipse,also
eclipse,alas
eclipse,workday
eclipse,might
day,also
day,alas
day,workday
day,might
day,feel
also,alas
also,workday
also,might
also,feel
also,way
alas,workday
alas,might
alas,feel
alas,way
alas,though
workday,might
workday,feel
workday,way
workday,though
workday,clock
might,feel
might,way
might,though
might,clock
might,tick
feel,way
feel,though
feel,clock
feel,tick
feel,toward
way,though
way,clock
way,tick
way,toward
though,clock
though,tick
though,toward
clock,tick
clock,toward
clock,worker
tick,toward
tick,worker
tick,across
toward,worker
toward,across
worker,across
worker,abandon
worker,desk
worker,glimpse
across,abandon
across,desk
across,glimpse
across,hopefully
abandon,desk
abandon,glimpse
abandon,hopefully
abandon,without
abandon,long
desk,glimpse
desk,hopefully
desk,without
desk,long
desk,term
glimpse,hopefully
glimpse,without
glimpse,long
glimpse,term
glimpse,eye
hopefully,without
hopefully,long
hopefully,term
hopefully,eye
hopefully,damage
without,long
without,term
without,eye
without,damage
without,many
long,term
long,eye
long,damage
long,many
long,will
term,eye
term,damage
term,many
term,will
term,a-lifetime
eye,damage
eye,many
eye,will
eye,a-lifetime
eye,astronomical
damage,many
damage,will
damage,a-lifetime
damage,astronomical
damage,phenomenon
many,will
many,a-lifetime
many,astronomical
many,phenomenon
will,a-lifetime
will,astronomical
will,phenomenon
will,pretty
a-lifetime,astronomical
a-lifetime,phenomenon
a-lifetime,pretty
a-lifetime,hard
astronomical,phenomenon
astronomical,pretty
astronomical,hard
astronomical,imagine
phenomenon,pretty
phenomenon,hard
phenomenon,imagine
phenomenon,every
pretty,hard
pretty,imagine
pretty,every
pretty,single
pretty,person
hard,imagine
hard,every
hard,single
hard,person
hard,office
imagine,every
imagine,single
imagine,person
imagine,office
every,single
every,person
every,office
every,stream
single,person
single,office
single,stream
single,take
person,office
person,stream
person,take
person,part
office,stream
office,take
office,part
office,say
stream,take
stream,part
stream,say
take,part
take,say
take,vice
part,say
part,vice
part,president
say,vice
say,president
vice,president
vice,base
vice,outplacement
vice,firm
president,base
president,outplacement
president,firm
base,outplacement
base,firm
outplacement,firm
outplacement,assume
firm,assume
firm,show
assume,show
assume,work
assume,high
assume,tail
show,work
show,high
show,tail
show,southern
work,high
work,tail
work,southern
high,tail
high,southern
high,square
high,path
tail,southern
tail,square
tail,path
tail,totality
southern,square
southern,path
southern,totality
southern,state
square,path
square,totality
square,state
square,official
square,expect
path,totality
path,state
path,official
path,expect
path,overrun
totality,state
totality,official
totality,expect
totality,overrun
state,official
state,expect
state,overrun
state,sky
official,expect
official,overrun
official,sky
official,gazer
expect,overrun
expect,sky
expect,gazer
expect,eager
overrun,sky
overrun,gazer
overrun,eager
overrun,see
sky,gazer
sky,eager
sky,see
sky,moon
sky,completely
gazer,eager
gazer,see
gazer,moon
gazer,completely
gazer,obscure
eager,see
eager,moon
eager,completely
eager,obscure
eager,sun
see,moon
see,completely
see,obscure
see,sun
moon,completely
moon,obscure
moon,sun
moon,event
completely,obscure
completely,sun
completely,event
completely,unseen
obscure,sun
obscure,event
obscure,unseen
sun,event
sun,unseen
sun,nearly
event,unseen
event,nearly
event,year
unseen,nearly
unseen,year
unseen,eclipse
nearly,year
nearly,eclipse
nearly,fever
nearly,cost
year,eclipse
year,fever
year,cost
year,employer
eclipse,fever
eclipse,cost
eclipse,employer
eclipse,million
fever,cost
fever,employer
fever,million
fever,nationwide
cost,employer
cost,million
cost,nationwide
employer,million
employer,nationwide
employer,million
million,nationwide
million,million
million,lose
nationwide,million
nationwide,lose
nationwide,productivity
million,lose
million,productivity
million,accord
lose,productivity
lose,accord
lose,calculation
lose,estimate
productivity,accord
productivity,calculation
productivity,estimate
productivity,assume
accord,calculation
accord,estimate
accord,assume
accord,everyone
calculation,estimate
calculation,assume
calculation,everyone
calculation,work
calculation,eclipse
estimate,assume
estimate,everyone
estimate,work
estimate,eclipse
estimate,take
assume,everyone
assume,work
assume,eclipse
assume,take
everyone,work
everyone,eclipse
everyone,take
everyone,minute
work,eclipse
work,take
work,minute
work,watch
eclipse,take
eclipse,minute
eclipse,watch
take,minute
take,watch
take,account
minute,watch
minute,account
minute,time
minute,spend
watch,account
watch,time
watch,spend
watch,debrief
account,time
account,spend
account,debrief
account,colleague
account,employer
time,spend
time,debrief
time,colleague
time,employer
time,careful
spend,debrief
spend,colleague
spend,employer
spend,careful
spend,try
debrief,colleague
debrief,employer
debrief,careful
debrief,try
debrief,rein
colleague,employer
colleague,careful
colleague,try
colleague,rein
colleague,enthusiasm
employer,careful
employer,try
employer,rein
employer,enthusiasm
employer,doubly
careful,try
careful,rein
careful,enthusiasm
careful,doubly
careful,costly
try,rein
try,enthusiasm
try,doubly
try,costly
try,term
rein,enthusiasm
rein,doubly
rein,costly
rein,term
rein,employee
enthusiasm,doubly
enthusiasm,costly
enthusiasm,term
enthusiasm,employee
enthusiasm,retention
doubly,costly
doubly,term
doubly,employee
doubly,retention
doubly,morale
costly,term
costly,employee
costly,retention
costly,morale
costly,try
term,employee
term,retention
term,morale
term,try
term,stop
employee,retention
employee,morale
employee,try
employee,stop
employee,people
retention,morale
retention,try
retention,stop
retention,people
morale,try
morale,stop
morale,people
morale,say
try,stop
try,people
try,say
try,really
stop,people
stop,say
stop,really
people,say
people,really
people,ask
say,really
say,ask
say,people
say,walk
really,ask
really,people
really,walk
really,outside
ask,people
ask,walk
ask,outside
ask,experience
ask,celestial
people,walk
people,outside
people,experience
people,celestial
people,wonder
walk,outside
walk,experience
walk,celestial
walk,wonder
walk,happen
outside,experience
outside,celestial
outside,wonder
outside,happen
outside,employer
experience,celestial
experience,wonder
experience,happen
experience,employer
experience,opposite
celestial,wonder
celestial,happen
celestial,employer
celestial,opposite
celestial,hold
wonder,happen
wonder,employer
wonder,opposite
wonder,hold
wonder,space
happen,employer
happen,opposite
happen,hold
happen,space
happen,theme
employer,opposite
employer,hold
employer,space
employer,theme
employer,watch
opposite,hold
opposite,space
opposite,theme
opposite,watch
opposite,party
hold,space
hold,theme
hold,watch
hold,party
hold,celebrate
space,theme
space,watch
space,party
space,celebrate
space,use
theme,watch
theme,party
theme,celebrate
theme,use
theme,opportunity
watch,party
watch,celebrate
watch,use
watch,opportunity
watch,employee
party,celebrate
party,use
party,opportunity
party,employee
party,bonding
celebrate,use
celebrate,opportunity
celebrate,employee
celebrate,bonding
celebrate,show
use,opportunity
use,employee
use,bonding
use,show
use,cool
opportunity,employee
opportunity,bonding
opportunity,show
opportunity,cool
opportunity,rooftop
employee,bonding
employee,show
employee,cool
employee,rooftop
employee,deck
bonding,show
bonding,cool
bonding,rooftop
bonding,deck
bonding,conveniently
show,cool
show,rooftop
show,deck
show,conveniently
cool,rooftop
cool,deck
cool,conveniently
rooftop,deck
rooftop,conveniently
rooftop,view
deck,conveniently
deck,view
deck,eclipse
conveniently,view
conveniently,eclipse
conveniently,albeit
view,eclipse
view,albeit
view,partial
view,one
view,will
eclipse,albeit
eclipse,partial
eclipse,one
eclipse,will
eclipse,take
albeit,partial
albeit,one
albeit,will
albeit,take
albeit,place
partial,one
partial,will
partial,take
partial,place
partial,around
one,will
one,take
one,place
one,around
one,lunchtime
will,take
will,place
will,around
will,lunchtime
take,place
take,around
take,lunchtime
place,around
place,lunchtime
around,lunchtime
lunchtime,maximum
maximum,eclipse
maximum,visible
maximum,moon
maximum,will
eclipse,visible
eclipse,moon
eclipse,will
eclipse,block
visible,moon
visible,will
visible,block
moon,will
moon,block
moon,percent
moon,sun
will,block
will,percent
will,sun
will,expect
block,percent
block,sun
block,expect
percent,sun
percent,expect
sun,expect
expect,whose
whose,office
whose,overlook
office,overlook
overlook,invite
invite,employee
invite,building
invite,floor
employee,building
employee,floor
employee,rooftop
building,floor
building,rooftop
building,patio
floor,rooftop
floor,patio
floor,brown
floor,bag
floor,lunch
rooftop,patio
rooftop,brown
rooftop,bag
rooftop,lunch
rooftop,relevant
patio,brown
patio,bag
patio,lunch
patio,relevant
patio,treat
brown,bag
brown,lunch
brown,relevant
brown,treat
bag,lunch
bag,relevant
bag,treat
lunch,relevant
lunch,treat
lunch,bar
relevant,treat
relevant,bar
treat,bar
treat,gum
bar,gum
gum,four
gum,decorate
four,decorate
four,cookie
four,cake
four,shape
four,sun
decorate,cookie
decorate,cake
decorate,shape
decorate,sun
decorate,moon
cookie,cake
cookie,shape
cookie,sun
cookie,moon
cookie,look
cake,shape
cake,sun
cake,moon
cake,look
cake,opportunity
shape,sun
shape,moon
shape,look
shape,opportunity
shape,spontaneous
sun,moon
sun,look
sun,opportunity
sun,spontaneous
sun,say
moon,look
moon,opportunity
moon,spontaneous
moon,say
look,opportunity
look,spontaneous
look,say
opportunity,spontaneous
opportunity,say
opportunity,marketing
spontaneous,say
spontaneous,marketing
spontaneous,manager
say,marketing
say,manager
say,expect
marketing,manager
marketing,expect
marketing,team
manager,expect
manager,team
manager,member
expect,team
expect,member
team,member
team,office
team,work
member,office
member,work
member,client
office,work
office,client
office,site
office,also
work,client
work,site
work,also
work,timely
work,chance
client,site
client,also
client,timely
client,chance
site,also
site,timely
site,chance
site,new
also,timely
also,chance
also,new
also,analyst
timely,chance
timely,new
timely,analyst
timely,recently
chance,new
chance,analyst
chance,recently
chance,start
new,analyst
new,recently
new,start
new,firm
new,meet
analyst,recently
analyst,start
analyst,firm
analyst,meet
analyst,colleague
recently,start
recently,firm
recently,meet
recently,colleague
recently,experience
start,firm
start,meet
start,colleague
start,experience
start,company
firm,meet
firm,colleague
firm,experience
firm,company
firm,culture
meet,colleague
meet,experience
meet,company
meet,culture
meet,say
colleague,experience
colleague,company
colleague,culture
colleague,say
experience,company
experience,culture
experience,say
company,culture
company,say
culture,say
remove,drink
remove,bar
remove,area
remove,roof
remove,deck
drink,bar
drink,area
drink,roof
drink,deck
drink,guarantee
bar,area
bar,roof
bar,deck
bar,guarantee
bar,rate
area,roof
area,deck
area,guarantee
area,rate
area,office
roof,deck
roof,guarantee
roof,rate
roof,office
roof,building
deck,guarantee
deck,rate
deck,office
deck,building
guarantee,rate
guarantee,office
guarantee,building
rate,office
rate,building
office,building
remove,drink
remove,bar
remove,area
remove,roof
remove,deck
drink,bar
drink,area
drink,roof
drink,deck
drink,guarantee
bar,area
bar,roof
bar,deck
bar,guarantee
bar,rate
area,roof
area,deck
area,guarantee
area,rate
area,office
roof,deck
roof,guarantee
roof,rate
roof,office
roof,building
deck,guarantee
deck,rate
deck,office
deck,building
guarantee,rate
guarantee,office
guarantee,building
rate,office
rate,building
office,building
concierge,will
concierge,hand
concierge,eclipse
concierge,glass
concierge,build
will,hand
will,eclipse
will,glass
will,build
will,tenant
hand,eclipse
hand,glass
hand,build
hand,tenant
eclipse,glass
eclipse,build
eclipse,tenant
eclipse,say
glass,build
glass,tenant
glass,say
build,tenant
build,say
build,will
tenant,say
tenant,will
tenant,five
say,will
say,five
say,pinhole
say,camera
will,five
will,pinhole
will,camera
will,another
five,pinhole
five,camera
five,another
five,pair
pinhole,camera
pinhole,another
pinhole,pair
pinhole,eclipse
camera,another
camera,pair
camera,eclipse
camera,glass
another,pair
another,eclipse
another,glass
another,order
pair,eclipse
pair,glass
pair,order
pair,backup
pair,provider
eclipse,glass
eclipse,order
eclipse,backup
eclipse,provider
eclipse,recommend
glass,order
glass,backup
glass,provider
glass,recommend
glass,american
order,backup
order,provider
order,recommend
order,american
backup,provider
backup,recommend
backup,american
provider,recommend
provider,american
provider,keep
recommend,american
recommend,keep
recommend,employee
american,keep
american,employee
american,burn
keep,employee
keep,burn
keep,retina
keep,top
keep,mind
employee,burn
employee,retina
employee,top
employee,mind
employee,employer
burn,retina
burn,top
burn,mind
burn,employer
burn,eclipse
retina,top
retina,mind
retina,employer
retina,eclipse
retina,celebration
top,mind
top,employer
top,eclipse
top,celebration
top,employment
mind,employer
mind,eclipse
mind,celebration
mind,employment
mind,attorney
employer,eclipse
employer,celebration
employer,employment
employer,attorney
employer,advise
eclipse,celebration
eclipse,employment
eclipse,attorney
eclipse,advise
eclipse,view
celebration,employment
celebration,attorney
celebration,advise
celebration,view
celebration,eclipse
employment,attorney
employment,advise
employment,view
employment,eclipse
employment,without
attorney,advise
attorney,view
attorney,eclipse
attorney,without
attorney,proper
advise,view
advise,eclipse
advise,without
advise,proper
advise,eye
view,eclipse
view,without
view,proper
view,eye
view,protection
eclipse,without
eclipse,proper
eclipse,eye
eclipse,protection
eclipse,cause
without,proper
without,eye
without,protection
without,cause
without,blurred
proper,eye
proper,protection
proper,cause
proper,blurred
proper,distorted
eye,protection
eye,cause
eye,blurred
eye,distorted
eye,vision
protection,cause
protection,blurred
protection,distorted
protection,vision
protection,even
cause,blurred
cause,distorted
cause,vision
cause,even
cause,temporary
blurred,distorted
blurred,vision
blurred,even
blurred,temporary
blurred,permanent
distorted,vision
distorted,even
distorted,temporary
distorted,permanent
distorted,vision
vision,even
vision,temporary
vision,permanent
vision,vision
vision,loss
even,temporary
even,permanent
even,vision
even,loss
even,accord
temporary,permanent
temporary,vision
temporary,loss
temporary,accord
temporary,american
permanent,vision
permanent,loss
permanent,accord
permanent,american
permanent,society
vision,loss
vision,accord
vision,american
vision,society
vision,retina
loss,accord
loss,american
loss,society
loss,retina
loss,specialist
accord,american
accord,society
accord,retina
accord,specialist
accord,employer
american,society
american,retina
american,specialist
american,employer
american,sponsor
society,retina
society,specialist
society,employer
society,sponsor
society,event
retina,specialist
retina,employer
retina,sponsor
retina,event
retina,provide
specialist,employer
specialist,sponsor
specialist,event
specialist,provide
specialist,proper
employer,sponsor
employer,event
employer,provide
employer,proper
employer,glass
sponsor,event
sponsor,provide
sponsor,proper
sponsor,glass
event,provide
event,proper
event,glass
event,make
provide,proper
provide,glass
provide,make
provide,sure
proper,glass
proper,make
proper,sure
glass,make
glass,sure
glass,among
make,sure
make,among
make,fake
make,circulate
sure,among
sure,fake
sure,circulate
among,fake
among,circulate
among,even
among,just
fake,circulate
fake,even
fake,just
fake,give
circulate,even
circulate,just
circulate,give
circulate,time
even,just
even,give
even,time
even,employee
even,observe
just,give
just,time
just,employee
just,observe
just,eclipse
give,time
give,employee
give,observe
give,eclipse
give,provide
time,employee
time,observe
time,eclipse
time,provide
time,information
employee,observe
employee,eclipse
employee,provide
employee,information
employee,regard
observe,eclipse
observe,provide
observe,information
observe,regard
observe,safe
eclipse,provide
eclipse,information
eclipse,regard
eclipse,safe
eclipse,viewing
provide,information
provide,regard
provide,safe
provide,viewing
provide,practice
information,regard
information,safe
information,viewing
information,practice
information,say
regard,safe
regard,viewing
regard,practice
regard,say
safe,viewing
safe,practice
safe,say
viewing,practice
viewing,say
viewing,labor
practice,say
practice,labor
practice,employment
say,labor
say,employment
say,attorney
labor,employment
labor,attorney
labor,office
employment,attorney
employment,office
attorney,office
attorney,employer
office,employer
office,hold
office,liable
employer,hold
employer,liable
employer,injury
employer,work
employer,relate
hold,liable
hold,injury
hold,work
hold,relate
hold,activity
liable,injury
liable,work
liable,relate
liable,activity
liable,though
injury,work
injury,relate
injury,activity
injury,though
work,relate
work,activity
work,though
work,clear
relate,activity
relate,though
relate,clear
relate,voluntary
activity,though
activity,clear
activity,voluntary
activity,eclipse
though,clear
though,voluntary
though,eclipse
though,party
clear,voluntary
clear,eclipse
clear,party
clear,work
clear,relate
voluntary,eclipse
voluntary,party
voluntary,work
voluntary,relate
eclipse,party
eclipse,work
eclipse,relate
eclipse,better
party,work
party,relate
party,better
party,safe
work,relate
work,better
work,safe
work,sorry
relate,better
relate,safe
relate,sorry
better,safe
better,sorry
better,say
safe,sorry
safe,say
sorry,say
sorry,chair
say,chair
say,employment
say,litigation
chair,employment
chair,litigation
chair,office
employment,litigation
employment,office
litigation,office
litigation,recommend
office,recommend
office,employer
office,send
recommend,employer
recommend,send
recommend,email
recommend,assert
recommend,event
employer,send
employer,email
employer,assert
employer,event
employer,voluntary
send,email
send,assert
send,event
send,voluntary
send,employee
email,assert
email,event
email,voluntary
email,employee
email,assume
assert,event
assert,voluntary
assert,employee
assert,assume
assert,risk
event,voluntary
event,employee
event,assume
event,risk
event,employer
voluntary,employee
voluntary,assume
voluntary,risk
voluntary,employer
voluntary,get
employee,assume
employee,risk
employee,employer
employee,get
employee,employee
assume,risk
assume,employer
assume,get
assume,employee
assume,sign
risk,employer
risk,get
risk,employee
risk,sign
risk,waiver
employer,get
employer,employee
employer,sign
employer,waiver
employer,say
get,employee
get,sign
get,waiver
get,say
get,potential
employee,sign
employee,waiver
employee,say
employee,potential
employee,worker
sign,waiver
sign,say
sign,potential
sign,worker
sign,compensation
waiver,say
waiver,potential
waiver,worker
waiver,compensation
waiver,claim
say,potential
say,worker
say,compensation
say,claim
say,though
potential,worker
potential,compensation
potential,claim
potential,though
worker,compensation
worker,claim
worker,though
worker,think
compensation,claim
compensation,though
compensation,think
compensation,possibility
claim,though
claim,think
claim,possibility
claim,slim
though,think
though,possibility
though,slim
though,say
think,possibility
think,slim
think,say
think,eclipse
think,glass
possibility,slim
possibility,say
possibility,eclipse
possibility,glass
possibility,will
slim,say
slim,eclipse
slim,glass
slim,will
slim,hand
say,eclipse
say,glass
say,will
say,hand
eclipse,glass
eclipse,will
eclipse,hand
eclipse,headquarters
glass,will
glass,hand
glass,headquarters
glass,guarantee
will,hand
will,headquarters
will,guarantee
will,rate
hand,headquarters
hand,guarantee
hand,rate
hand,plan
headquarters,guarantee
headquarters,rate
headquarters,plan
headquarters,host
headquarters,viewing
guarantee,rate
guarantee,plan
guarantee,host
guarantee,viewing
guarantee,lunch
rate,plan
rate,host
rate,viewing
rate,lunch
plan,host
plan,viewing
plan,lunch
plan,square
host,viewing
host,lunch
host,square
host,foot
viewing,lunch
viewing,square
viewing,foot
viewing,rooftop
lunch,square
lunch,foot
lunch,rooftop
lunch,deck
square,foot
square,rooftop
square,deck
square,employee
foot,rooftop
foot,deck
foot,employee
foot,office
rooftop,deck
rooftop,employee
rooftop,office
rooftop,cosmos
deck,employee
deck,office
deck,cosmos
deck,theme
employee,office
employee,cosmos
employee,theme
employee,menu
employee,create
office,cosmos
office,theme
office,menu
office,create
office,house
cosmos,theme
cosmos,menu
cosmos,create
cosmos,house
cosmos,chef
theme,menu
theme,create
theme,house
theme,chef
theme,make
menu,create
menu,house
menu,chef
menu,make
menu,daily
create,house
create,chef
create,make
create,daily
create,lunch
house,chef
house,make
house,daily
house,lunch
house,office
chef,make
chef,daily
chef,lunch
chef,office
chef,will
make,daily
make,lunch
make,office
make,will
make,include
daily,lunch
daily,office
daily,will
daily,include
daily,blackout
lunch,office
lunch,will
lunch,include
lunch,blackout
lunch,burger
office,will
office,include
office,blackout
office,burger
office,heavenly
will,include
will,blackout
will,burger
will,heavenly
will,space
include,blackout
include,burger
include,heavenly
include,space
include,dog
blackout,burger
blackout,heavenly
blackout,space
blackout,dog
blackout,galactic
burger,heavenly
burger,space
burger,dog
burger,galactic
burger,pasta
heavenly,space
heavenly,dog
heavenly,galactic
heavenly,pasta
heavenly,meteorite
space,dog
space,galactic
space,pasta
space,meteorite
space,salad
dog,galactic
dog,pasta
dog,meteorite
dog,salad
galactic,pasta
galactic,meteorite
galactic,salad
galactic,midday
pasta,meteorite
pasta,salad
pasta,midday
pasta,employee
meteorite,salad
meteorite,midday
meteorite,employee
meteorite,soiree
salad,midday
salad,employee
salad,soiree
salad,will
midday,employee
midday,soiree
midday,will
midday,eclipse
midday,glass
employee,soiree
employee,will
employee,eclipse
employee,glass
employee,available
soiree,will
soiree,eclipse
soiree,glass
soiree,available
soiree,also
will,eclipse
will,glass
will,available
will,also
eclipse,glass
eclipse,available
eclipse,also
glass,available
glass,also
glass,brand
available,also
available,brand
available,pinhole
also,brand
also,pinhole
also,coaster
brand,pinhole
brand,coaster
brand,chance
brand,company
brand,capitalize
pinhole,coaster
pinhole,chance
pinhole,company
pinhole,capitalize
pinhole,beer
coaster,chance
coaster,company
coaster,capitalize
coaster,beer
coaster,brand
chance,company
chance,capitalize
chance,beer
chance,brand
chance,also
company,capitalize
company,beer
company,brand
company,also
company,name
capitalize,beer
capitalize,brand
capitalize,also
capitalize,name
capitalize,rare
beer,brand
beer,also
beer,name
beer,rare
beer,celestial
brand,also
brand,name
brand,rare
brand,celestial
brand,event
also,name
also,rare
also,celestial
also,event
name,rare
name,celestial
name,event
name,party
rare,celestial
rare,event
rare,party
celestial,event
celestial,party
celestial,floor
event,party
event,floor
event,rooftop
party,floor
party,rooftop
party,patio
floor,rooftop
floor,patio
floor,will
floor,include
rooftop,patio
rooftop,will
rooftop,include
patio,will
patio,include
will,include
will,cheese
will,well
include,cheese
include,well
include,specialty
cheese,well
cheese,specialty
cheese,beer
cheese,bring
cheese,company
well,specialty
well,beer
well,bring
well,company
specialty,beer
specialty,bring
specialty,company
beer,bring
beer,company
bring,company
limited,edition
limited,glassware
limited,host
limited,similar
limited,celebration
edition,glassware
edition,host
edition,similar
edition,celebration
edition,across
glassware,host
glassware,similar
glassware,celebration
glassware,across
glassware,country
host,similar
host,celebration
host,across
host,country
host,company
similar,celebration
similar,across
similar,country
similar,company
celebration,across
celebration,country
celebration,company
celebration,need
across,country
across,company
across,need
across,luxury
country,company
country,need
country,luxury
country,rooftop
company,need
company,luxury
company,rooftop
company,deck
need,luxury
need,rooftop
need,deck
need,festive
luxury,rooftop
luxury,deck
luxury,festive
rooftop,deck
rooftop,festive
rooftop,encourage
deck,festive
deck,encourage
deck,employee
festive,encourage
festive,employee
festive,attend
encourage,employee
encourage,attend
encourage,viewing
employee,attend
employee,viewing
attend,viewing
attend,employee
viewing,employee
viewing,volunteering
employee,volunteering
volunteering,block
block,party
block,will
block,include
block,eclipse
block,trivia
party,will
party,include
party,eclipse
party,trivia
party,solar
will,include
will,eclipse
will,trivia
will,solar
will,car
include,eclipse
include,trivia
include,solar
include,car
include,race
eclipse,trivia
eclipse,solar
eclipse,car
eclipse,race
eclipse,food
trivia,solar
trivia,car
trivia,race
trivia,food
trivia,truck
solar,car
solar,race
solar,food
solar,truck
car,race
car,food
car,truck
race,food
race,truck
food,truck
attend,meeting
attend,roof
attend,deck
attend,guarantee
attend,rate
meeting,roof
meeting,deck
meeting,guarantee
meeting,rate
meeting,office
roof,deck
roof,guarantee
roof,rate
roof,office
roof,building
deck,guarantee
deck,rate
deck,office
deck,building
guarantee,rate
guarantee,office
guarantee,building
rate,office
rate,building
rate,guarantee
office,building
office,guarantee
office,rate
building,guarantee
building,rate
building,plan
guarantee,rate
guarantee,plan
guarantee,host
guarantee,eclipse
guarantee,view
rate,plan
rate,host
rate,eclipse
rate,view
rate,lunch
plan,host
plan,eclipse
plan,view
plan,lunch
plan,employee
host,eclipse
host,view
host,lunch
host,employee
eclipse,view
eclipse,lunch
eclipse,employee
view,lunch
view,employee
lunch,employee
attend,meeting
attend,roof
attend,deck
attend,guarantee
attend,rate
meeting,roof
meeting,deck
meeting,guarantee
meeting,rate
meeting,office
roof,deck
roof,guarantee
roof,rate
roof,office
roof,building
deck,guarantee
deck,rate
deck,office
deck,building
guarantee,rate
guarantee,office
guarantee,building
rate,office
rate,building
rate,guarantee
office,building
office,guarantee
office,rate
building,guarantee
building,rate
building,plan
guarantee,rate
guarantee,plan
guarantee,host
guarantee,eclipse
guarantee,view
rate,plan
rate,host
rate,eclipse
rate,view
rate,lunch
plan,host
plan,eclipse
plan,view
plan,lunch
plan,employee
host,eclipse
host,view
host,lunch
host,employee
eclipse,view
eclipse,lunch
eclipse,employee
view,lunch
view,employee
lunch,employee
present,sponsor
present,eclipse
present,event
present,also
sponsor,eclipse
sponsor,event
sponsor,also
sponsor,invite
eclipse,event
eclipse,also
eclipse,invite
eclipse,astronomer
event,also
event,invite
event,astronomer
event,give
also,invite
also,astronomer
also,give
also,talk
invite,astronomer
invite,give
invite,talk
invite,solar
astronomer,give
astronomer,talk
astronomer,solar
astronomer,eclipse
give,talk
give,solar
give,eclipse
give,lunch
give,learn
talk,solar
talk,eclipse
talk,lunch
talk,learn
talk,session
solar,eclipse
solar,lunch
solar,learn
solar,session
solar,employee
eclipse,lunch
eclipse,learn
eclipse,session
eclipse,employee
eclipse,week
lunch,learn
lunch,session
lunch,employee
lunch,week
lunch,ago
learn,session
learn,employee
learn,week
learn,ago
session,employee
session,week
session,ago
session,headquarters
employee,week
employee,ago
employee,headquarters
employee,eclipse
week,ago
week,headquarters
week,eclipse
week,glass
ago,headquarters
ago,eclipse
ago,glass
ago,hand
headquarters,eclipse
headquarters,glass
headquarters,hand
headquarters,branch
eclipse,glass
eclipse,hand
eclipse,branch
eclipse,employee
glass,hand
glass,branch
glass,employee
glass,may
hand,branch
hand,employee
hand,may
hand,pop
branch,employee
branch,may
branch,pop
branch,watch
branch,eclipse
employee,may
employee,pop
employee,watch
employee,eclipse
employee,depend
may,pop
may,watch
may,eclipse
may,depend
may,staffing
pop,watch
pop,eclipse
pop,depend
pop,staffing
pop,local
watch,eclipse
watch,depend
watch,staffing
watch,local
watch,manager
eclipse,depend
eclipse,staffing
eclipse,local
eclipse,manager
eclipse,approval
depend,staffing
depend,local
depend,manager
depend,approval
depend,still
staffing,local
staffing,manager
staffing,approval
staffing,still
staffing,business
local,manager
local,approval
local,still
local,business
local,run
manager,approval
manager,still
manager,business
manager,run
manager,well
approval,still
approval,business
approval,run
approval,well
approval,really
still,business
still,run
still,well
still,really
still,depend
business,run
business,well
business,really
business,depend
business,manager
run,well
run,really
run,depend
